"Longitude","Latitude","year","PubMedID","Tested","Present","realised","86","184","1246"
35.1333,-0.0833333,2006,"19398039",28,0,"YFD",1,1,0
35.1333,-0.0833333,2006,"19398039",28,13,"YFY",1,1,1
35.1333,-0.0833333,2006,"19398039",28,1,"YYD",1,0,0
35.1333,-0.0833333,2006,"19398039",28,5,"YYY",1,0,1
35.2575,0.465231,1998,"18411325",39,0,"NFY",0,1,1
35.2575,0.465231,1998,"18411325",39,14,"NYD",0,0,0
35.2575,0.465231,1998,"18411325",39,9,"YYD",1,0,0
35.3685,14.0258,2017,"40439506",87,50,"NFD",0,1,0
35.3685,14.0258,2017,"40439506",87,11,"NYD",0,0,0
35.3685,14.0258,2017,"40439506",87,9,"YFD",1,1,0
35.3685,14.0258,2017,"40439506",87,0,"YYD",1,0,0
35.7239,-6.16849,2014,"30259821",12,6,"NFD",0,1,0
35.7239,-6.16849,2014,"30259821",12,0,"NFY",0,1,1
35.7239,-6.16849,2014,"30259821",12,4,"NYD",0,0,0
35.7239,-6.16849,2014,"30259821",12,0,"NYY",0,0,1
35.7239,-6.16849,2014,"30259821",12,0,"YFD",1,1,0
35.7239,-6.16849,2014,"30259821",12,0,"YFY",1,1,1
35.7239,-6.16849,2014,"30259821",12,0,"YYD",1,0,0
35.7239,-6.16849,2014,"30259821",12,0,"YYY",1,0,1
36.4,15.45,2012,"23870667",63,21,"NFD",0,1,0
36.4,15.45,2012,"23870667",63,3,"NYD",0,0,0
36.4,15.45,2012,"23870667",63,33,"YFD",1,1,0
36.4,15.45,2012,"23870667",63,4,"YYD",1,0,0
36.9541,6.5157,2021,"40681807",221,204,"NFD",0,1,0
36.9541,6.5157,2021,"40681807",221,0,"NYD",0,0,0
36.9541,6.5157,2021,"40681807",221,2,"YFD",1,1,0
36.9541,6.5157,2021,"40681807",221,2,"YFY",1,1,1
36.9541,6.5157,2021,"40681807",221,0,"YYD",1,0,0
36.9541,6.5157,2021,"40681807",221,13,"YYY",1,0,1
37.0669,10.7061,2021,"40681807",270,257,"NFD",0,1,0
37.0669,10.7061,2021,"40681807",270,13,"NYD",0,0,0
37.0669,10.7061,2021,"40681807",270,0,"YFD",1,1,0
37.0669,10.7061,2021,"40681807",270,0,"YFY",1,1,1
37.0669,10.7061,2021,"40681807",270,0,"YYD",1,0,0
37.0669,10.7061,2021,"40681807",270,0,"YYY",1,0,1
38.7912,9.0028,2021,"40681807",193,184,"NFD",0,1,0
38.7912,9.0028,2021,"40681807",193,2,"NYD",0,0,0
38.7912,9.0028,2021,"40681807",193,0,"YFD",1,1,0
38.7912,9.0028,2021,"40681807",193,0,"YFY",1,1,1
38.7912,9.0028,2021,"40681807",193,7,"YYD",1,0,0
38.7912,9.0028,2021,"40681807",193,0,"YYY",1,0,1
38.7918,-5.17594,2003,"25890383",18,13,"YYY",1,0,1
38.7918,-5.17594,2004,"25890383",87,69,"YYY",1,0,1
38.7918,-5.17594,2005,"25890383",65,49,"YYY",1,0,1
38.9359,-7.72411,2010,"25007802",118,28,"NFD",0,1,0
38.9359,-7.72411,2010,"25007802",118,2,"NFY",0,1,1
38.9359,-7.72411,2010,"25007802",118,53,"NYD",0,0,0
38.9359,-7.72411,2010,"25007802",118,7,"NYY",0,0,1
38.9359,-7.72411,2010,"25007802",118,14,"YFD",1,1,0
38.9359,-7.72411,2010,"25007802",118,1,"YFY",1,1,1
38.9359,-7.72411,2010,"25007802",118,17,"YYD",1,0,0
38.9359,-7.72411,2010,"25007802",118,1,"YYY",1,0,1
39.1023,-5.0889,2010,"25007802",81,14,"NFD",0,1,0
39.1023,-5.0889,2010,"25007802",81,2,"NFY",0,1,1
39.1023,-5.0889,2010,"25007802",81,9,"NYD",0,0,0
39.1023,-5.0889,2010,"25007802",81,7,"NYY",0,0,1
39.1023,-5.0889,2010,"25007802",81,13,"YFD",1,1,0
39.1023,-5.0889,2010,"25007802",81,24,"YFY",1,1,1
39.1023,-5.0889,2010,"25007802",81,8,"YYD",1,0,0
39.1023,-5.0889,2010,"25007802",81,4,"YYY",1,0,1
39.2026,-6.16592,2002,"17467344",311,56,"YYY",1,0,1
39.2026,-6.16592,2005,"17467344",252,36,"YYY",1,0,1
39.2026,-6.16592,2005,"25917493",64,7,"NFD",0,1,0
39.2026,-6.16592,2005,"25917493",64,1,"NFY",0,1,1
39.2026,-6.16592,2005,"25917493",64,12,"NYD",0,0,0
39.2026,-6.16592,2005,"25917493",64,1,"NYY",0,0,1
39.2026,-6.16592,2005,"25917493",64,2,"YFD",1,1,0
39.2026,-6.16592,2005,"25917493",64,0,"YFY",1,1,1
39.2026,-6.16592,2005,"25917493",64,42,"YYD",1,0,0
39.2026,-6.16592,2005,"25917493",64,21,"YYY",1,0,1
39.2026,-6.16592,2009,"25917493",35,3,"NFD",0,1,0
39.2026,-6.16592,2009,"25917493",35,0,"NFY",0,1,1
39.2026,-6.16592,2009,"25917493",35,7,"NYD",0,0,0
39.2026,-6.16592,2009,"25917493",35,0,"NYY",0,0,1
39.2026,-6.16592,2009,"25917493",35,2,"YFD",1,1,0
39.2026,-6.16592,2009,"25917493",35,0,"YFY",1,1,1
39.2026,-6.16592,2009,"25917493",35,27,"YYD",1,0,0
39.2026,-6.16592,2009,"25917493",35,12,"YYY",1,0,1
39.2026,-6.16592,2011,"25917493",35,3,"NFD",0,1,0
39.2026,-6.16592,2011,"25917493",35,7,"NYD",0,0,0
39.2026,-6.16592,2011,"25917493",35,2,"YFD",1,1,0
39.2026,-6.16592,2011,"25917493",35,30,"YYD",1,0,0
39.2026,-6.16592,2011,"25917493",35,12,"YYY",1,0,1
39.2026,-6.16592,2013,"25917493",18,3,"NFD",0,1,0
39.2026,-6.16592,2013,"25917493",18,2,"NYD",0,0,0
39.2026,-6.16592,2013,"25917493",18,1,"NYY",0,0,1
39.2026,-6.16592,2013,"25917493",18,1,"YFD",1,1,0
39.2026,-6.16592,2013,"25917493",18,1,"YFY",1,1,1
39.2026,-6.16592,2013,"25917493",18,9,"YYD",1,0,0
39.2026,-6.16592,2013,"25917493",18,6,"YYY",1,0,1
39.2026,-6.16592,2013,"25917493",87,38,"NFD",0,1,0
39.2026,-6.16592,2013,"25917493",87,1,"NFY",0,1,1
39.2026,-6.16592,2013,"25917493",87,25,"NYD",0,0,0
39.2026,-6.16592,2013,"25917493",87,29,"YYD",1,0,0
39.2026,-6.16592,2013,"25917493",87,7,"YYY",1,0,1
39.85,-3.63333,1996,"31591113",56,16,"NFD",0,1,0
39.85,-3.63333,1996,"31591113",56,0,"NFY",0,1,1
39.85,-3.63333,1996,"31591113",56,8,"NYD",0,0,0
39.85,-3.63333,1996,"31591113",56,0,"NYY",0,0,1
39.85,-3.63333,1996,"31591113",56,0,"YFD",1,1,0
39.85,-3.63333,1996,"31591113",56,1,"YFY",1,1,1
39.85,-3.63333,1996,"31591113",56,11,"YYD",1,0,0
39.85,-3.63333,1996,"31591113",56,20,"YYY",1,0,1
39.85,-3.63333,1998,"31591113",81,6,"NFD",0,1,0
39.85,-3.63333,1998,"31591113",81,5,"NFY",0,1,1
39.85,-3.63333,1998,"31591113",81,10,"NYD",0,0,0
39.85,-3.63333,1998,"31591113",81,1,"NYY",0,0,1
39.85,-3.63333,1998,"31591113",81,0,"YFD",1,1,0
39.85,-3.63333,1998,"31591113",81,0,"YFY",1,1,1
39.85,-3.63333,1998,"31591113",81,13,"YYD",1,0,0
39.85,-3.63333,1998,"31591113",81,46,"YYY",1,0,1
39.85,-3.63333,2006,"31591113",47,6,"NFD",0,1,0
39.85,-3.63333,2006,"31591113",47,6,"NFY",0,1,1
39.85,-3.63333,2006,"31591113",47,6,"NYD",0,0,0
39.85,-3.63333,2006,"31591113",47,2,"NYY",0,0,1
39.85,-3.63333,2006,"31591113",47,2,"YFD",1,1,0
39.85,-3.63333,2006,"31591113",47,0,"YFY",1,1,1
39.85,-3.63333,2006,"31591113",47,15,"YYD",1,0,0
39.85,-3.63333,2006,"31591113",47,10,"YYY",1,0,1
39.85,-3.63333,2012,"31591113",48,16,"NFD",0,1,0
39.85,-3.63333,2012,"31591113",48,0,"NFY",0,1,1
39.85,-3.63333,2012,"31591113",48,31,"NYD",0,0,0
39.85,-3.63333,2012,"31591113",48,0,"NYY",0,0,1
39.85,-3.63333,2012,"31591113",48,0,"YFD",1,1,0
39.85,-3.63333,2012,"31591113",48,0,"YFY",1,1,1
39.85,-3.63333,2012,"31591113",48,1,"YYD",1,0,0
39.85,-3.63333,2012,"31591113",48,0,"YYY",1,0,1
39.85,-3.63333,2016,"31591113",60,33,"NFD",0,1,0
39.85,-3.63333,2016,"31591113",60,0,"NFY",0,1,1
39.85,-3.63333,2016,"31591113",60,24,"NYD",0,0,0
39.85,-3.63333,2016,"31591113",60,1,"NYY",0,0,1
39.85,-3.63333,2016,"31591113",60,0,"YFD",1,1,0
39.85,-3.63333,2016,"31591113",60,0,"YFY",1,1,1
39.85,-3.63333,2016,"31591113",60,2,"YYD",1,0,0
39.85,-3.63333,2016,"31591113",60,0,"YYY",1,0,1
39.85,-3.63333,2018,"31591113",70,29,"NFD",0,1,0
39.85,-3.63333,2018,"31591113",70,1,"NFY",0,1,1
39.85,-3.63333,2018,"31591113",70,39,"NYD",0,0,0
39.85,-3.63333,2018,"31591113",70,0,"NYY",0,0,1
39.85,-3.63333,2018,"31591113",70,0,"YFD",1,1,0
39.85,-3.63333,2018,"31591113",70,0,"YFY",1,1,1
39.85,-3.63333,2018,"31591113",70,1,"YYD",1,0,0
39.85,-3.63333,2018,"31591113",70,0,"YYY",1,0,1
42.5903,11.8251,2023,"39596860",25,0,"YFD",1,1,0
42.5903,11.8251,2023,"39596860",25,0,"YYY",1,0,1
42.5903,11.8251,2023,"39596860",27,1,"NYD",0,0,0
43.2473,-11.7172,2006,"19704124",271,1,"NFD",0,1,0
43.2473,-11.7172,2006,"19704124",271,1,"NFY",0,1,1
43.2473,-11.7172,2006,"19704124",271,5,"NYD",0,0,0
43.2473,-11.7172,2006,"19704124",271,25,"YFD",1,1,0
43.2473,-11.7172,2006,"19704124",271,179,"YFY",1,1,1
43.2473,-11.7172,2006,"19704124",271,30,"YYD",1,0,0
43.2473,-11.7172,2006,"19704124",271,30,"YYY",1,0,1
43.4584,-11.9192,2006,"27527604",115,5,"NFD",0,1,0
43.4584,-11.9192,2006,"27527604",115,3,"NFY",0,1,1
43.4584,-11.9192,2006,"27527604",115,5,"NYD",0,0,0
43.4584,-11.9192,2006,"27527604",115,2,"NYY",0,0,1
43.4584,-11.9192,2006,"27527604",115,35,"YFD",1,1,0
43.4584,-11.9192,2006,"27527604",115,17,"YFY",1,1,1
43.4584,-11.9192,2006,"27527604",115,40,"YYD",1,0,0
43.4584,-11.9192,2006,"27527604",115,8,"YYY",1,0,1
43.4584,-11.9192,2014,"27527604",87,4,"NFD",0,1,0
43.4584,-11.9192,2014,"27527604",87,3,"NFY",0,1,1
43.4584,-11.9192,2014,"27527604",87,25,"NYD",0,0,0
43.4584,-11.9192,2014,"27527604",87,2,"NYY",0,0,1
43.4584,-11.9192,2014,"27527604",87,13,"YFD",1,1,0
43.4584,-11.9192,2014,"27527604",87,6,"YFY",1,1,1
43.4584,-11.9192,2014,"27527604",87,29,"YYD",1,0,0
43.4584,-11.9192,2014,"27527604",87,5,"YYY",1,0,1
43.7908,6.6612,2021,"40681807",40,257,"NFD",0,1,0
43.7908,6.6612,2021,"40681807",40,13,"NYD",0,0,0
43.7908,6.6612,2021,"40681807",40,0,"YFD",1,1,0
43.7908,6.6612,2021,"40681807",40,0,"YFY",1,1,1
43.7908,6.6612,2021,"40681807",40,0,"YYD",1,0,0
43.7908,6.6612,2021,"40681807",40,0,"YYY",1,0,1
46.05,-18.7698,2006,"19704124",168,40,"NFD",0,1,0
46.05,-18.7698,2006,"19704124",168,19,"YFD",1,1,0
46.05,-18.7698,2006,"19704124",168,46,"YFY",1,1,1
46.05,-18.7698,2006,"19704124",168,30,"YYD",1,0,0
46.1258,-22.4036,2006,"19704124",130,38,"NFD",0,1,0
46.1258,-22.4036,2006,"19704124",130,28,"YFD",1,1,0
46.1258,-22.4036,2006,"19704124",130,10,"YFY",1,1,1
46.1258,-22.4036,2006,"19704124",130,28,"YYD",1,0,0
46.6843,-16.1008,2018,"34732201",29,14,"NFD",0,1,0
46.6843,-16.1008,2018,"34732201",29,1,"NFY",0,1,1
46.6843,-16.1008,2018,"34732201",29,8,"NYD",0,0,0
46.6843,-16.1008,2018,"34732201",29,0,"NYY",0,0,1
46.6843,-16.1008,2018,"34732201",29,3,"YFD",1,1,0
46.6843,-16.1008,2018,"34732201",29,1,"YFY",1,1,1
46.6843,-16.1008,2018,"34732201",29,2,"YYD",1,0,0
46.6843,-16.1008,2018,"34732201",29,1,"YYY",1,0,1
46.9833,-25.0333,2006,"19704124",51,30,"NFD",0,1,0
46.9833,-25.0333,2006,"19704124",51,4,"YFD",1,1,0
46.9833,-25.0333,2006,"19704124",51,1,"YFY",1,1,1
46.9833,-25.0333,2006,"19704124",51,2,"YYD",1,0,0
47.5541,-23.5251,2018,"34732201",45,33,"NFD",0,1,0
47.5541,-23.5251,2018,"34732201",45,1,"NFY",0,1,1
47.5541,-23.5251,2018,"34732201",45,22,"NYD",0,0,0
47.5541,-23.5251,2018,"34732201",45,0,"NYY",0,0,1
47.5541,-23.5251,2018,"34732201",45,3,"YFD",1,1,0
47.5541,-23.5251,2018,"34732201",45,0,"YFY",1,1,1
47.5541,-23.5251,2018,"34732201",45,6,"YYD",1,0,0
47.5541,-23.5251,2018,"34732201",45,0,"YYY",1,0,1
47.9835,-14.8762,2006,"19704124",92,15,"NFD",0,1,0
47.9835,-14.8762,2006,"19704124",92,19,"YFD",1,1,0
47.9835,-14.8762,2006,"19704124",92,32,"YFY",1,1,1
47.9835,-14.8762,2006,"19704124",92,4,"YYD",1,0,0
49.4167,-18.15,2006,"19704124",31,7,"NFD",0,1,0
49.4167,-18.15,2006,"19704124",31,9,"YFD",1,1,0
49.4167,-18.15,2006,"19704124",31,8,"YFY",1,1,1
49.4167,-18.15,2006,"19704124",31,2,"YYD",1,0,0
49.65,-14.65,2006,"19704124",45,11,"NFD",0,1,0
49.65,-14.65,2006,"19704124",45,9,"YFD",1,1,0
49.65,-14.65,2006,"19704124",45,17,"YFY",1,1,1
49.65,-14.65,2006,"19704124",45,2,"YYD",1,0,0
49.65,-14.65,2006,"20967251",240,55,"NFD",0,1,0
49.65,-14.65,2006,"20967251",240,8,"NFY",0,1,1
49.65,-14.65,2006,"20967251",240,27,"NYD",0,0,0
49.65,-14.65,2006,"20967251",240,3,"NYY",0,0,1
49.65,-14.65,2006,"20967251",240,43,"YFD",1,1,0
49.65,-14.65,2006,"20967251",240,66,"YFY",1,1,1
49.65,-14.65,2006,"20967251",240,35,"YYD",1,0,0
49.65,-14.65,2006,"20967251",240,3,"YYY",1,0,1
30.6367,-29.8032,2019,"35768869",2812,9,"YXX",1,0,0
32.7181,-23.0222,2006,"22022487",1247,931,"YXX",1,0,0
-1.3,12.5822,2002,"17538894",999,445,"YXX",1,0,0
11.9333,3.96667,2018,"34411157",827,458,"YXX",1,0,0
11.9333,3.96667,2018,"34411157",826,17,"XXY",0,0,1
30.6367,-29.8032,2024,"40236387",824,560,"XFX",0,1,0
34.768,-0.091702,2011,"26236581",745,123,"XXY",0,0,1
34.768,-0.091702,2011,"26236581",745,484,"XFX",0,1,0
34.768,-0.091702,2011,"26236581",745,196,"YXX",1,0,0
12.6172,6.4679,2019,"34411157",739,339,"YXX",1,0,0
12.6172,6.4679,2019,"34411157",736,44,"XXY",0,0,1
32.7181,-23.0222,2007,"22022487",677,615,"YXX",1,0,0
34.1811,0.692778,2012,"28923866",677,474,"XFX",0,1,0
34.1811,0.692778,2012,"28923866",653,261,"YXX",1,0,0
34.1811,0.692778,2012,"28923866",650,292,"XXY",0,0,1
30.6367,-29.8032,2024,"40236387",645,1,"YXX",1,0,0
34.1811,0.692778,2012,"27401569",630,441,"YXX",1,0,0
34.1811,0.692778,2012,"27401569",616,355,"XXY",0,0,1
-2.18869,12.6842,2011,"34512854",604,117,"YXX",1,0,0
31.3798,0.552923,2014,"26597254",599,503,"XFX",0,1,0
31.3798,0.552923,2014,"26597254",599,42,"YXX",1,0,0
32.5333,1.98333,2013,"500000000",599,359,"XFX",0,1,0
32.5333,1.98333,2014,"null",599,359,"XFX",0,1,0
31.3798,0.552923,2014,"26597254",596,292,"XXY",0,0,1
32.5333,1.98333,2013,"500000000",596,137,"XXY",0,0,1
32.5333,1.98333,2014,"null",596,149,"XXY",0,0,1
31.3798,0.552923,2014,"26597254",594,92,"YXX",1,0,0
32.5333,1.98333,2013,"500000000",594,74,"YXX",1,0,0
32.5333,1.98333,2014,"null",594,119,"YXX",1,0,0
-4.29177,11.1781,2014,"null",592,49,"YXX",1,0,0
-4.29177,11.1781,2014,"null",570,294,"XFX",0,1,0
30.6367,-29.8032,2011,"31438951",558,56,"YXX",1,0,0
38.2691,-14.3934,2020,"39985013",558,0,"YXX",1,0,0
38.2691,-14.3934,2020,"39985013",546,296,"XFX",0,1,0
34.1532,2.83087,2022,"39826559",537,46,"XXY",0,0,1
34.1532,2.83087,2022,"39826559",535,158,"XFX",0,1,0
34.1532,2.83087,2022,"39826559",523,41,"YXX",1,0,0
36.8219,-1.29207,2022,"39819451",518,511,"XFX",0,1,0
36.8219,-1.29207,2022,"39819451",518,0,"YXX",1,0,0
30.6367,-29.8032,2018,"31438951",514,2,"YXX",1,0,0
-1.51966,12.3714,1994,"21998472",506,187,"YXX",1,0,0
17.7666,8.3395,2014,"9999970",492,48,"YXX",1,0,0
-15.6,11.8667,2002,"17488902",477,382,"XFX",0,1,0
-15.6,11.8667,2002,"17488902",477,227,"YXX",1,0,0
32.7181,-23.0222,2008,"22022487",476,309,"YXX",1,0,0
34.1811,0.692778,2010,"24446524",472,310,"YXX",1,0,0
34.55,-0.0428065,2020,"null",465,465,"XXY",0,0,1
34.55,-0.0428065,2020,"null",465,213,"XFX",0,1,0
34.55,-0.0428065,2020,"null",465,11,"YXX",1,0,0
32.7181,-23.0222,2009,"22022487",455,256,"YXX",1,0,0
38.9359,-7.72411,2019,"32103124",447,0,"XXY",0,0,1
38.9359,-7.72411,2019,"32103124",447,270,"XFX",0,1,0
39.2026,-6.16592,2002,"16163624",443,335,"YXX",1,0,0
34.1811,0.692778,2010,"24446524",438,407,"XXY",0,0,1
38.9359,-7.72411,2019,"32103124",436,0,"YXX",1,0,0
34.1811,0.692778,2018,"34553183",422,4,"YXX",1,0,0
34.1811,0.692778,2018,"34553183",419,64,"XXY",0,0,1
34.1811,0.692778,2018,"34553183",408,263,"XFX",0,1,0
34.768,-0.0917016,2010,"23675533",395,118,"YXX",1,0,0
-13.5784,9.64119,2016,"40506728",385,266,"XFX",0,1,0
-13.5784,9.64119,2016,"40506728",385,79,"YXX",1,0,0
-13.5784,9.64119,2016,"32580771",379,262,"XFX",0,1,0
-13.5784,9.64119,2016,"32580771",379,83,"YXX",1,0,0
32.7181,-23.0222,2010,"22022487",379,117,"YXX",1,0,0
38.7918,-5.17594,2019,"38876161",379,5,"XXY",0,0,1
38.7918,-5.17594,2019,"38876161",379,107,"XFX",0,1,0
38.7918,-5.17594,2019,"38876161",379,4,"YXX",1,0,0
-13.5784,9.64119,2016,"40506728",371,9,"XXY",0,0,1
-13.5784,9.64119,2016,"32580771",370,7,"XXY",0,0,1
-15.6,11.8667,2007,"21148503",365,135,"YXX",1,0,0
34.0147,0.77578,2013,"28039354",363,171,"YXX",1,0,0
34.0147,0.77578,2013,"28039354",362,126,"XXY",0,0,1
34.0147,0.77578,2013,"28039354",361,162,"XFX",0,1,0
14.7667,14.7667,2010,"24314037",360,224,"XFX",0,1,0
30.6367,-29.8032,2022,"40236387",359,252,"XFX",0,1,0
38.9067,-6.43725,2008,"21427394",357,202,"YXX",1,0,0
-2.18869,12.6842,2013,"27031231",351,3,"XXY",0,0,1
-2.18869,12.6842,2013,"27031231",351,228,"XFX",0,1,0
-2.18869,12.6842,2013,"27031231",351,63,"YXX",1,0,0
32.5833,-25.9667,2011,"25098280",348,80,"XFX",0,1,0
-4.03333,5.31667,2014,"null",344,341,"XFX",0,1,0
-4.03333,5.31667,2014,"null",344,340,"YXX",1,0,0
14.7667,14.7667,2010,"24314037",340,44,"YXX",1,0,0
32.5833,-25.9667,2011,"25098280",340,292,"YXX",1,0,0
32.5833,-25.9667,2011,"25098280",337,11,"XXY",0,0,1
-0.1974,5.5593,2020,"39968164",336,0,"YXX",1,0,0
-0.1974,5.5593,2020,"39968164",336,148,"XFX",0,1,0
-0.1974,5.5593,2020,"39968164",336,0,"XXY",0,0,1
34.1811,0.692778,2011,"25753626",335,204,"XFX",0,1,0
-15.6178,11.8817,2011,"25421474",332,245,"XFX",0,1,0
-2.1273,12.6335,2013,"27031231",325,8,"XXY",0,0,1
-2.1273,12.6335,2013,"27031231",325,167,"XFX",0,1,0
-2.1273,12.6335,2013,"27031231",325,55,"YXX",1,0,0
-15.6178,11.8817,2011,"25421474",322,93,"YXX",1,0,0
34.1811,0.692778,2011,"25753626",321,153,"YXX",1,0,0
34.1811,0.692778,2011,"25753626",320,136,"XXY",0,0,1
34.2422,-0.0617328,2016,"32795367",320,30,"XXY",0,0,1
34.2422,-0.0617328,2016,"32795367",320,191,"XFX",0,1,0
34.2422,-0.0617328,2016,"32795367",320,1,"YXX",1,0,0
34.2422,-0.0617328,2016,"40506728",320,31,"XXY",0,0,1
34.2422,-0.0617328,2016,"40506728",320,190,"XFX",0,1,0
34.2422,-0.0617328,2016,"40506728",320,1,"YXX",1,0,0
-15.5958,11.8511,2003,"19718439",319,150,"YXX",1,0,0
-15.6178,11.8817,2015,"28546554",318,31,"YXX",1,0,0
-15.6178,11.8817,2003,"25421474",317,251,"XFX",0,1,0
-15.6178,11.8817,2003,"25421474",317,149,"YXX",1,0,0
34.0147,0.77578,2012,"28039354",317,183,"YXX",1,0,0
34.0147,0.77578,2012,"28039354",316,205,"XFX",0,1,0
34.768,-0.0917016,2011,"23675533",314,104,"YXX",1,0,0
-15.6178,11.8817,2015,"28546554",313,3,"XXY",0,0,1
34.768,-0.0917016,2008,"21734121",308,77,"XFX",0,1,0
34.768,-0.0917016,2008,"21734121",308,203,"YXX",1,0,0
-8.2483,11.642,2016,"40506728",307,5,"XXY",0,0,1
34.0092,0.4365,2016,"33020152",307,12,"YXX",1,0,0
34.0147,0.77578,2012,"28039354",300,150,"XXY",0,0,1
34.0092,0.4365,2016,"33020152",299,22,"XXY",0,0,1
-8.2483,11.642,2016,"34034754",298,5,"XXY",0,0,1
34.0092,0.4365,2016,"33020152",298,158,"XFX",0,1,0
-15.6178,11.8817,2010,"25421474",297,89,"YXX",1,0,0
-8.7674,6.74875,2008,"27596849",294,113,"XXY",0,0,1
-8.7674,6.74875,2008,"27596849",294,128,"XFX",0,1,0
-8.7674,6.74875,2008,"27596849",294,204,"YXX",1,0,0
-8.2483,11.642,2016,"40506728",293,210,"XFX",0,1,0
38.4404,-5.16156,2004,"22144430",293,264,"YXX",1,0,0
-15.6,11.8667,2015,"31349834",290,221,"XFX",0,1,0
-15.6,11.8667,2015,"31349834",290,10,"YXX",1,0,0
30.6367,-29.8032,2022,"40236387",289,11,"YXX",1,0,0
-15.6178,11.8817,2010,"25421474",288,218,"XFX",0,1,0
38.4404,-5.16156,2004,"22144430",288,29,"XFX",0,1,0
34.0147,0.77578,2015,"28039354",286,74,"XXY",0,0,1
-3.8673,12.7345,2020,"39545028",285,21,"YXX",1,0,0
-8.2483,11.642,2016,"34034754",284,202,"XFX",0,1,0
28.2833,-15.4167,2018,"39148823",282,5,"XXY",0,0,1
28.2833,-15.4167,2018,"39148823",282,155,"XFX",0,1,0
28.2833,-15.4167,2018,"39148823",282,0,"YXX",1,0,0
34.0147,0.77578,2015,"28039354",282,46,"YXX",1,0,0
37.0669,10.7061,2021,"null",281,275,"XFX",0,1,0
37.0669,10.7061,2021,"null",280,0,"XXY",0,0,1
34.206,-0.436792,2011,"24994911",278,0,"YXX",1,0,0
34.206,-0.436792,2011,"24994911",278,107,"XFX",0,1,0
34.206,-0.436792,2011,"24994911",278,0,"XXY",0,0,1
-0.853333,9.4075,2000,"16117966",276,132,"YXX",1,0,0
34.0147,0.77578,2015,"28039354",274,179,"XFX",0,1,0
12.35,12.35,2005,"25403659",272,102,"YXX",1,0,0
37.0669,10.7061,2021,"null",272,0,"YXX",1,0,0
12.7391,-0.815042,2014,"27538948",271,16,"XXY",0,0,1
43.2473,-11.7172,2006,"19704124",271,264,"YXX",1,0,0
43.2473,-11.7172,2006,"19704124",271,206,"XFX",0,1,0
43.2473,-11.7172,2006,"19704124",271,210,"XXY",0,0,1
39.2833,-6.8,2018,"40506728",270,2,"XXY",0,0,1
39.2833,-6.8,2018,"40506728",270,105,"XFX",0,1,0
37.0669,10.7061,2021,"40681807",270,0,"YXX",1,0,0
37.0669,10.7061,2021,"40681807",270,257,"XFX",0,1,0
37.0669,10.7061,2021,"40681807",270,0,"XXY",0,0,1
39.2833,-6.8,2018,"40506728",269,1,"YXX",1,0,0
34.1811,0.692778,2012,"25753626",268,184,"XFX",0,1,0
38.4404,-5.16156,2004,"22144430",268,247,"XXY",0,0,1
4.57108,7.96122,2021,"40200353",262,3,"XXY",0,0,1
4.57108,7.96122,2021,"40200353",262,208,"XFX",0,1,0
4.57108,7.96122,2021,"40200353",262,7,"YXX",1,0,0
8.767,3.73203,2004,"34906159",262,3,"XXY",0,0,1
8.767,3.73203,2004,"34906159",262,220,"YXX",1,0,0
-4.03778,11.4347,2009,"24733476",261,20,"XXY",0,0,1
-4.03778,11.4347,2009,"24733476",261,153,"XFX",0,1,0
-4.03778,11.4347,2009,"24733476",261,76,"YXX",1,0,0
9.3146,4.08925,2005,"20105282",260,192,"YXX",1,0,0
11.5167,3.86667,2005,"20105282",260,198,"YXX",1,0,0
15.3139,-4.33167,2018,"40506728",260,50,"XXY",0,0,1
11.5167,3.86667,2005,"37028468",259,197,"YXX",1,0,0
34.1811,0.692778,2012,"25753626",259,72,"YXX",1,0,0
15.3139,-4.33167,2018,"40506728",258,108,"XFX",0,1,0
15.3139,-4.33167,2018,"40506728",258,120,"YXX",1,0,0
34.1811,0.692778,2012,"25753626",258,93,"XXY",0,0,1
39.2026,-6.16592,2002,"17467344",257,72,"XXY",0,0,1
-8.2483,11.642,2016,"40506728",255,49,"YXX",1,0,0
9.3146,4.08925,2011,"29854394",250,0,"XXY",0,0,1
34.3833,-0.183333,1996,"22096496",250,188,"YXX",1,0,0
36.8219,-1.29207,2014,"32201636",250,163,"XFX",0,1,0
38.7912,9.0028,2021,"null",250,5,"YXX",1,0,0
12.7391,-0.815042,2014,"27538948",249,105,"YXX",1,0,0
36.8219,-1.29207,2014,"32201636",247,18,"YXX",1,0,0
37.3827,-14.7507,2020,"39985013",247,0,"YXX",1,0,0
-8.2483,11.642,2016,"34034754",246,46,"YXX",1,0,0
38.7912,9.0028,2021,"null",246,0,"XXY",0,0,1
38.7912,9.0028,2021,"null",245,238,"XFX",0,1,0
9.77049,1.86165,2013,"28086777",244,9,"XXY",0,0,1
9.77049,1.86165,2013,"28086777",244,172,"YXX",1,0,0
34.768,-0.0917016,2004,"21106088",244,244,"XFX",0,1,0
35.0058,-15.7861,2004,"18270569",244,25,"YXX",1,0,0
34.768,-0.0917016,2004,"21106088",243,184,"YXX",1,0,0
34.768,-0.0917016,2008,"23675533",243,163,"YXX",1,0,0
37.3827,-14.7507,2020,"39985013",243,134,"XFX",0,1,0
13.4,9.3,2005,"20105282",240,53,"YXX",1,0,0
17.7666,8.3395,2021,"9999970",240,9,"YXX",1,0,0
